selectivity,mean_planning_ms,mean_update_ms,amortised_audit_ms,mean_search_ms,mean_total_ms,adaptation_overhead_ms
0.01,0.01190418888888889,0.008640994444444446,0.01091913888888889,0.0853056833326112,0.11677000555483343,0.03146432222222222
0.1,0.0419441,0.03801367777777778,0.055806716666666666,0.5130796777753707,0.648844172219815,0.13576449444444444
0.5,0.01374978888888889,0.008925677777777778,0.11106596666666667,0.20769914444321735,0.3414405777765507,0.13374143333333333
1.0,0.01880618888888889,0.03158698888888889,0.30093387222222223,0.36238220555636264,0.7137092555563627,0.35132705000000003
